,name,id,birthday,연도,팀,나이,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
3933,스코비,77658,1979-09-01,2008,히어로즈,29,11,0,0,11,2,5,0,0,55.2,47,43,264,81,,,6,24,0,3,25,0,2,6.95,5.11,1.89,61.0,83.0,-0.13,
3934,에서튼,77659,1976-10-17,2007,KIA,31,6,0,0,6,2,2,0,0,32.0,16,15,137,28,,,8,12,2,0,24,0,2,4.22,5.52,1.25,93.2,71.2,0.23,
3935,세드릭,77726,1978-02-10,2007,한화,29,28,0,0,28,11,13,0,0,158.1,81,73,714,143,,,7,104,4,10,140,0,11,4.15,3.72,1.56,96.9,108.0,2.94,
3936,정민혁,77746,1983-09-14,2007,한화,24,13,0,0,0,1,1,0,0,18.2,8,8,81,16,,,1,8,0,4,15,0,1,3.86,3.85,1.29,104.3,104.5,0.35,
3937,정민혁,77746,1983-09-14,2011,한화,28,12,0,0,0,0,0,0,0,9.2,11,9,51,20,,,3,2,1,0,3,0,0,8.38,6.92,2.28,49.9,60.4,-0.17,
3938,정민혁,77746,1983-09-14,2012,한화,29,25,0,0,1,1,1,0,2,30.2,24,21,131,34,,,6,7,3,1,19,0,1,6.16,4.9,1.34,63.4,79.8,-0.04,
3939,정민혁,77746,1983-09-14,2013,한화,30,3,0,0,0,0,0,0,0,3.0,4,4,19,5,,,0,3,0,3,3,0,0,12.0,7.35,2.67,36.2,59.1,-0.07,
3940,김혁민,77748,1987-05-24,2007,한화,20,2,0,0,1,0,0,0,0,1.2,1,1,8,2,,,0,0,0,1,2,0,0,5.4,2.23,1.2,74.5,180.2,0.04,
3941,김혁민,77748,1987-05-24,2008,한화,21,33,0,0,4,4,5,0,0,65.1,36,33,292,70,,,7,31,4,3,34,0,2,4.55,4.88,1.55,93.3,86.9,0.74,
3942,김혁민,77748,1987-05-24,2009,한화,22,33,0,0,24,8,14,0,0,116.2,107,102,575,160,,,24,64,0,17,85,1,10,7.87,6.49,1.92,62.2,75.4,-0.47,
3943,김혁민,77748,1987-05-24,2010,한화,23,9,0,0,8,0,4,0,0,40.1,32,31,189,36,,,7,37,0,3,21,0,1,6.92,7.48,1.81,66.8,61.8,-0.31,
3944,김혁민,77748,1987-05-24,2011,한화,24,26,0,0,23,5,13,1,0,128.2,78,71,561,132,,,18,56,0,2,109,0,11,4.97,4.67,1.46,84.2,89.5,1.31,
3945,김혁민,77748,1987-05-24,2012,한화,25,32,1,0,21,8,9,0,1,146.1,69,66,612,137,,,9,45,1,9,102,0,15,4.06,3.6,1.24,96.3,108.7,2.68,
3946,김혁민,77748,1987-05-24,2013,한화,26,42,0,0,20,5,10,0,11,146.2,93,88,635,142,,,25,60,0,12,96,0,12,5.4,5.73,1.38,80.4,75.8,0.39,
3947,김혁민,77748,1987-05-24,2014,한화,27,17,0,0,4,0,4,1,2,30.2,39,38,161,55,15.0,0.0,8,17,1,0,22,0,7,11.15,7.38,2.35,48.6,71.6,-0.48,-2.25
3948,최진호,77759,1984-08-26,2011,한화,27,4,0,0,0,0,0,0,0,2.2,3,3,16,4,,,0,3,0,1,3,0,2,10.13,5.44,2.63,41.3,76.8,-0.03,
3949,김광현,77829,1988-07-22,2007,SK,19,20,0,0,13,3,7,0,0,77.0,35,31,342,80,,,5,41,2,4,52,0,2,3.62,4.0,1.57,105.2,95.3,1.3,
3950,김광현,77829,1988-07-22,2008,SK,20,27,1,1,27,16,4,0,0,162.0,50,43,659,127,,,9,63,1,2,150,0,3,2.39,3.21,1.17,169.8,126.6,5.43,
3951,김광현,77829,1988-07-22,2009,SK,21,21,1,0,21,12,2,0,0,138.1,46,43,568,121,,,14,53,1,4,112,0,8,2.8,4.1,1.26,169.1,115.4,4.62,
3952,김광현,77829,1988-07-22,2010,SK,22,31,2,1,30,17,7,0,0,193.2,56,51,797,153,,,13,84,1,5,183,0,13,2.37,3.63,1.22,191.9,125.2,7.12,
3953,김광현,77829,1988-07-22,2011,SK,23,17,1,0,14,4,6,0,0,74.1,45,40,328,70,,,6,45,0,2,61,0,3,4.84,4.5,1.55,84.8,91.3,0.76,
3954,김광현,77829,1988-07-22,2012,SK,24,16,0,0,16,8,5,0,0,81.2,44,39,347,85,,,9,36,0,2,65,1,2,4.3,4.34,1.48,88.6,87.8,0.7,
3955,김광현,77829,1988-07-22,2013,SK,25,25,0,0,22,10,9,0,0,133.0,72,66,580,128,,,12,68,0,4,102,1,9,4.47,4.61,1.47,97.2,94.1,1.88,
3956,김광현,77829,1988-07-22,2014,SK,26,28,1,0,28,13,9,0,0,173.2,77,66,749,178,36.0,4.0,10,81,1,3,145,1,9,3.42,4.37,1.49,149.2,118.8,5.2,0.94
3957,김광현,77829,1988-07-22,2015,SK,27,30,1,1,29,14,6,0,1,176.2,86,73,754,173,33.0,0.0,19,66,2,3,160,0,10,3.72,4.34,1.35,129.9,111.8,3.96,1.89
3958,김광현,77829,1988-07-22,2016,SK,28,27,1,0,21,11,8,0,1,137.0,68,59,583,139,21.0,2.0,17,41,2,6,116,0,3,3.88,4.7,1.31,134.7,111.7,3.69,-0.94
3959,김광현,77829,1988-07-22,2018,SK,30,25,0,0,25,11,8,0,0,136.0,48,45,554,125,16.0,2.0,16,30,0,2,130,0,3,2.98,4.16,1.14,176.5,127.4,5.26,1.91
3960,김광현,77829,1988-07-22,2019,SK,31,31,0,0,30,17,6,0,0,190.1,64,53,786,198,17.0,0.0,13,38,1,2,180,0,8,2.51,3.01,1.24,169.8,142.2,6.39,3.28
3961,김광현,77829,1988-07-22,2022,SSG,34,28,0,0,28,13,3,0,0,173.1,48,41,694,141,16.0,2.0,10,45,2,5,153,0,1,2.13,3.15,1.07,195.5,132.7,6.1,3.63
3962,김광현,77829,1988-07-22,2023,SSG,35,30,0,0,30,9,8,0,0,168.1,75,66,713,163,30.0,0.0,11,70,0,2,119,0,5,3.53,4.16,1.38,118.6,101.3,3.3,0.92
3963,레이번,77860,1974-11-22,2007,SK,33,32,1,0,32,17,8,0,0,184.2,74,67,800,167,,,13,86,0,13,98,0,2,3.27,4.29,1.37,116.7,88.7,3.34,
3964,레이번,77860,1974-11-22,2008,SK,34,26,0,0,26,5,3,0,0,133.2,55,49,587,129,,,9,65,0,10,68,0,9,3.3,4.69,1.45,122.9,86.5,2.37,
3965,이창욱,77854,1984-08-28,2014,SK,30,7,0,0,0,1,0,0,0,7.1,9,7,38,9,2.0,0.0,0,5,0,0,3,0,0,8.59,5.08,1.91,59.4,102.1,-0.01,0.09
3966,이창욱,77854,1984-08-28,2015,SK,31,2,0,0,0,0,0,0,0,3.0,2,2,13,2,0.0,0.0,0,2,0,0,1,0,2,6.0,4.95,1.33,80.5,98.0,0.03,-0.0
3967,로마노,77868,1972-03-03,2007,SK,35,32,0,0,25,12,4,0,0,146.1,72,60,651,158,,,9,67,0,5,81,0,3,3.69,4.0,1.54,103.2,95.3,2.19,
3968,장필준,77927,1988-04-08,2015,삼성,27,2,0,0,1,0,0,0,0,4.0,7,7,22,10,2.0,0.0,2,0,0,0,4,0,0,15.75,8.12,2.5,31.3,60.7,-0.31,-0.39
3969,장필준,77927,1988-04-08,2016,삼성,28,56,0,0,1,4,6,4,9,72.0,42,41,317,82,8.0,2.0,9,26,0,5,57,0,4,5.13,5.13,1.5,102.9,101.8,0.99,-1.87
3970,장필준,77927,1988-04-08,2017,삼성,29,56,0,0,0,4,8,21,3,67.1,37,35,307,82,9.0,2.0,6,26,3,4,82,0,3,4.68,3.66,1.6,108.4,137.0,1.3,-1.67
3971,장필준,77927,1988-04-08,2018,삼성,30,61,0,0,0,5,5,6,13,66.1,35,32,290,65,15.0,1.0,6,25,2,6,74,0,0,4.34,4.09,1.36,122.2,127.5,1.49,-0.78
3972,장필준,77927,1988-04-08,2019,삼성,31,61,0,0,0,3,3,11,15,69.2,29,28,302,64,12.0,1.0,7,33,3,3,53,0,4,3.62,4.61,1.39,120.0,92.5,1.74,0.79
3973,장필준,77927,1988-04-08,2020,삼성,32,31,0,0,2,0,3,0,4,36.0,24,23,170,46,9.0,0.0,6,16,0,0,26,0,5,5.75,5.61,1.72,85.3,87.5,0.3,-0.94
3974,장필준,77927,1988-04-08,2021,삼성,33,41,0,0,0,0,0,0,2,34.2,30,28,174,46,8.0,1.0,4,27,1,1,24,0,4,7.27,5.78,2.11,62.1,78.1,-0.43,-0.68
3975,장필준,77927,1988-04-08,2022,삼성,34,19,0,0,1,0,3,0,0,30.0,20,19,139,38,11.0,1.0,1,15,2,3,17,0,1,5.7,4.24,1.77,73.2,96.3,0.03,-1.2
3976,장필준,77927,1988-04-08,2023,삼성,35,17,0,0,3,1,1,0,1,19.1,17,17,96,28,5.0,3.0,2,12,0,2,11,0,0,7.91,5.82,2.07,53.5,71.8,-0.3,-0.34
3977,이범준,78119,1989-07-15,2008,LG,19,38,0,0,7,3,2,0,0,91.2,54,49,419,88,,,7,59,0,7,37,0,7,4.81,5.49,1.6,85.1,74.5,0.5,
3978,이범준,78119,1989-07-15,2009,LG,20,12,0,0,7,2,3,0,0,36.1,27,25,184,46,,,6,29,0,4,37,0,4,6.19,6.02,2.06,76.9,79.1,0.1,
3979,이범준,78119,1989-07-15,2010,LG,21,14,0,0,3,1,2,0,0,28.0,31,30,143,37,,,5,19,0,4,13,0,2,9.64,7.14,2.0,47.2,63.7,-0.48,
3980,이범준,78119,1989-07-15,2011,LG,22,12,0,0,0,0,0,0,0,23.0,13,10,98,21,,,0,11,0,1,12,0,1,3.91,3.71,1.39,104.8,110.4,0.35,
3981,이형종,78135,1989-06-07,2010,LG,21,2,0,0,2,1,0,0,0,9.2,7,7,43,11,,,1,5,0,0,5,0,0,6.52,5.15,1.66,69.8,88.3,0.06,
3982,정찬헌,78148,1990-01-26,2008,LG,18,39,0,0,14,3,13,0,2,106.1,70,65,490,131,,,10,36,0,9,59,0,9,5.5,4.53,1.57,74.4,90.3,0.72,
3983,정찬헌,78148,1990-01-26,2009,LG,19,55,0,0,0,6,5,2,10,76.1,49,49,342,81,,,12,35,1,5,56,0,7,5.78,5.3,1.52,82.5,90.0,0.72,
3984,정찬헌,78148,1990-01-26,2013,LG,23,4,0,0,0,0,0,0,0,5.0,3,3,21,7,,,1,1,0,0,1,0,0,5.4,6.15,1.6,78.6,69.0,0.03,
3985,정찬헌,78148,1990-01-26,2014,LG,24,51,0,0,0,1,3,3,8,52.2,26,26,239,57,10.0,2.0,5,27,9,5,41,0,3,4.44,4.84,1.6,111.4,103.6,1.22,-0.31
3986,정찬헌,78148,1990-01-26,2015,LG,25,32,0,0,0,3,6,1,5,44.0,27,27,191,49,8.0,0.0,3,14,2,5,32,0,2,5.52,4.21,1.43,85.0,112.5,0.55,-0.09
3987,정찬헌,78148,1990-01-26,2016,LG,26,6,0,0,0,0,0,0,0,8.0,3,3,34,7,2.0,0.0,0,3,0,1,4,0,2,3.38,4.29,1.25,150.7,120.8,0.28,0.39
3988,정찬헌,78148,1990-01-26,2017,LG,27,61,0,0,0,8,7,7,3,61.2,43,40,280,75,14.0,1.0,5,25,8,4,57,0,7,5.84,3.96,1.62,83.0,121.7,-0.21,-1.05
3989,정찬헌,78148,1990-01-26,2018,LG,28,66,0,0,0,5,3,27,0,65.0,36,35,299,76,14.0,0.0,5,24,3,7,50,0,2,4.85,4.59,1.54,104.1,110.3,1.16,-1.7
3990,정찬헌,78148,1990-01-26,2019,LG,29,13,0,0,0,1,1,6,0,10.0,5,2,46,11,4.0,0.0,0,6,0,0,11,0,0,1.8,3.0,1.7,228.1,138.1,0.04,-0.3
3991,정찬헌,78148,1990-01-26,2020,LG,30,19,1,1,19,7,4,0,0,110.1,51,43,470,116,22.0,1.0,10,31,0,4,85,0,5,3.51,4.15,1.33,131.9,111.4,1.5,0.66
3992,정찬헌,78148,1990-01-26,2021,"LG,키움",31,23,1,1,23,9,5,0,0,114.1,55,51,497,133,23.0,2.0,6,27,0,6,59,0,3,4.01,3.85,1.4,108.9,113.4,1.67,0.71
3993,정찬헌,78148,1990-01-26,2021,키움,31,11,1,1,11,3,3,0,0,56.1,26,25,248,64,11.0,0.0,1,15,0,4,28,0,1,3.99,3.58,1.4,111.0,123.2,1.02,0.54
3994,정찬헌,78148,1990-01-26,2021,LG,31,12,0,0,12,6,2,0,0,58.0,29,26,249,69,12.0,2.0,5,12,0,2,31,0,2,4.03,4.11,1.4,106.9,105.0,0.66,0.17
3995,정찬헌,78148,1990-01-26,2022,키움,32,20,0,0,20,5,6,0,0,87.1,55,52,390,106,21.0,0.0,13,28,2,6,42,0,3,5.36,5.41,1.53,74.6,72.6,-0.24,-1.37
3996,정찬헌,78148,1990-01-26,2023,키움,33,14,1,0,14,2,8,0,0,72.0,40,38,295,71,12.0,3.0,4,13,1,2,35,0,0,4.75,3.78,1.17,86.5,108.1,0.67,-0.15
3997,노진용,78149,1990-02-15,2009,LG,19,16,0,0,0,0,1,1,0,26.1,15,15,128,34,,,3,15,1,5,10,0,1,5.13,6.07,1.86,92.9,78.5,0.28,
3998,노진용,78149,1990-02-15,2014,삼성,24,1,0,0,0,0,0,0,0,0.1,1,1,2,1,0.0,0.0,1,0,0,0,1,0,0,27.0,36.86,3.0,19.6,14.4,-0.04,-0.01
3999,김수형,78164,1985-03-27,2008,LG,23,8,0,0,0,0,0,0,0,7.2,7,7,38,12,,,1,2,0,2,4,0,0,8.22,5.37,1.83,49.8,76.3,-0.03,
4000,김수형,78164,1985-03-27,2009,LG,24,1,0,0,0,0,0,0,0,0.2,0,0,3,1,,,0,0,0,0,0,0,0,0.0,3.19,1.5,,149.5,0.03,
4001,김선우,78232,1977-09-04,2008,두산,31,21,0,0,18,6,7,0,0,101.2,62,48,448,126,,,3,23,0,1,46,0,6,4.25,3.34,1.47,96.3,122.7,1.66,
4002,김선우,78232,1977-09-04,2009,두산,32,29,0,0,29,11,10,0,0,148.0,93,84,649,176,,,18,48,0,6,89,0,10,5.11,4.66,1.51,93.0,101.9,2.29,
4003,김선우,78232,1977-09-04,2010,두산,33,28,1,0,28,13,6,0,0,154.2,77,69,662,163,,,12,50,1,8,128,0,9,4.02,3.75,1.38,113.3,121.4,3.8,
4004,김선우,78232,1977-09-04,2011,두산,34,28,2,1,27,16,7,1,0,175.2,68,61,732,188,,,12,35,1,6,89,0,4,3.13,3.75,1.27,131.1,109.3,4.61,
4005,김선우,78232,1977-09-04,2012,두산,35,28,1,0,28,6,9,0,0,163.1,91,82,691,182,,,13,41,1,8,63,0,4,4.52,4.25,1.37,84.7,90.0,1.38,
4006,김선우,78232,1977-09-04,2013,두산,36,17,0,0,12,5,6,0,0,60.1,41,37,267,77,,,6,18,0,7,20,0,0,5.52,5.22,1.58,77.1,81.5,0.16,
4007,김선우,78232,1977-09-04,2014,LG,37,6,0,0,2,0,1,0,0,8.1,13,13,44,14,4.0,0.0,2,4,0,1,3,0,0,14.04,8.06,2.16,35.3,60.9,-0.3,-0.88
4008,박민석,78243,1989-07-04,2008,두산,19,15,0,0,1,0,1,0,0,27.2,8,5,113,18,,,1,8,0,7,24,0,1,1.63,3.51,0.94,251.7,116.6,0.78,
4009,박민석,78243,1989-07-04,2009,두산,20,5,0,0,0,0,0,0,0,12.0,11,11,59,15,,,4,7,0,2,9,0,2,8.25,8.27,1.83,57.6,57.4,-0.09,
4010,박민석,78243,1989-07-04,2016,NC,27,21,0,0,0,0,0,1,3,21.2,4,4,90,10,2.0,0.0,2,11,0,6,27,0,2,1.66,4.85,0.97,306.4,105.6,1.01,0.24
4011,홍상삼,78247,1990-02-13,2009,두산,19,30,0,0,25,9,6,0,3,117.0,75,68,527,114,,,21,71,0,4,96,0,8,5.23,5.8,1.58,90.8,81.9,0.99,
4012,홍상삼,78247,1990-02-13,2010,두산,20,30,0,0,14,4,3,0,1,96.2,74,69,436,102,,,17,49,0,5,86,0,8,6.42,5.47,1.56,70.8,83.1,0.29,
4013,홍상삼,78247,1990-02-13,2011,두산,21,6,0,0,4,0,1,0,0,21.1,16,15,96,26,,,6,10,0,2,5,1,1,6.33,8.07,1.69,64.7,50.8,-0.31,
4014,홍상삼,78247,1990-02-13,2012,두산,22,53,0,0,0,5,2,1,22,65.1,18,14,260,35,,,2,29,3,2,69,0,2,1.93,2.68,0.98,198.4,143.0,2.58,
4015,홍상삼,78247,1990-02-13,2013,두산,23,55,0,0,0,5,4,5,9,72.0,22,20,309,51,,,8,45,0,2,77,0,9,2.5,4.61,1.33,170.1,92.2,1.85,
4016,홍상삼,78247,1990-02-13,2014,두산,24,12,0,0,3,0,3,0,1,21.0,21,20,109,26,4.0,2.0,4,20,0,2,17,1,5,8.57,7.86,2.19,57.7,63.3,-0.2,-0.85
4017,홍상삼,78247,1990-02-13,2016,두산,26,11,0,0,0,0,1,5,1,12.0,7,7,54,12,1.0,0.0,0,9,0,0,17,0,0,5.25,3.21,1.75,97.4,161.5,0.14,0.56
4018,홍상삼,78247,1990-02-13,2017,두산,27,11,0,0,2,1,1,0,0,17.0,17,15,84,20,3.0,3.0,2,11,0,2,7,0,0,7.94,6.74,1.82,60.6,71.8,-0.38,-0.95
4019,홍상삼,78247,1990-02-13,2018,두산,28,17,0,0,0,1,0,0,0,14.2,7,7,66,13,3.0,1.0,1,12,1,2,13,0,5,4.3,5.61,1.71,117.7,90.8,0.25,-0.14
4020,홍상삼,78247,1990-02-13,2019,두산,29,3,0,0,1,0,0,0,0,5.2,3,3,26,5,0.0,0.0,1,4,0,1,5,0,5,4.76,6.58,1.59,86.2,61.2,0.04,0.02
4021,홍상삼,78247,1990-02-13,2020,KIA,30,57,0,0,0,4,5,0,17,48.0,27,27,229,32,11.0,0.0,5,54,0,3,61,0,8,5.06,5.93,1.79,94.8,81.3,0.95,-0.55
4022,홍상삼,78247,1990-02-13,2021,KIA,31,49,0,0,0,4,1,0,12,36.0,19,19,160,33,9.0,0.0,6,19,2,3,33,0,3,4.75,5.33,1.44,93.6,82.8,0.51,0.4
4023,홍상삼,78247,1990-02-13,2022,KIA,32,24,0,0,0,2,1,0,1,21.2,16,14,100,19,7.0,0.0,3,15,0,1,19,0,1,5.82,5.6,1.57,70.1,73.3,-0.1,-0.41
4024,고창성,78248,1984-12-21,2008,두산,24,5,0,0,0,0,0,0,0,3.2,1,1,19,5,,,0,3,0,0,2,0,3,2.45,4.51,2.18,166.8,90.7,0.08,
4025,고창성,78248,1984-12-21,2009,두산,25,64,0,0,0,5,2,1,16,74.0,21,16,301,59,,,1,14,0,11,48,0,2,1.95,3.08,0.99,244.1,154.3,2.99,
4026,고창성,78248,1984-12-21,2010,두산,26,73,0,0,0,6,4,0,22,82.0,37,33,331,68,,,7,16,1,11,67,0,1,3.62,3.71,1.02,125.6,122.5,2.21,
4027,고창성,78248,1984-12-21,2011,두산,27,51,0,0,0,1,4,0,14,50.2,27,25,228,50,,,4,24,2,7,40,0,3,4.44,4.36,1.46,92.2,94.0,0.61,
4028,고창성,78248,1984-12-21,2012,두산,28,21,0,0,0,3,2,0,3,15.2,15,15,75,22,,,2,7,1,3,5,0,1,8.62,5.85,1.85,44.4,65.4,-0.32,
4029,고창성,78248,1984-12-21,2013,NC,29,28,0,0,0,0,0,0,1,20.2,12,11,105,27,,,0,12,0,5,13,0,2,4.79,4.56,1.89,89.7,94.3,0.28,
4030,고창성,78248,1984-12-21,2014,NC,30,25,0,0,0,1,1,0,1,25.0,9,5,107,25,6.0,1.0,1,7,0,3,11,0,1,1.8,4.7,1.28,289.1,112.3,0.7,-0.54
4031,고창성,78248,1984-12-21,2015,NC,31,6,0,0,0,0,0,0,0,9.2,4,4,47,11,3.0,0.0,1,4,0,2,3,0,1,3.72,6.2,1.55,128.6,78.9,0.17,-0.08
4032,고창성,78248,1984-12-21,2018,KT,34,42,0,0,0,2,0,0,5,37.2,29,28,183,57,7.0,0.0,7,11,1,5,23,0,1,6.69,6.22,1.81,79.2,83.3,0.17,-0.93
4033,레이어,78256,1977-08-03,2008,두산,31,12,0,0,4,0,6,0,0,35.0,23,22,161,49,,,0,10,0,3,20,0,0,5.66,3.12,1.69,72.4,131.2,0.52,
4034,진야곱,78257,1989-04-11,2008,두산,19,33,0,0,1,2,0,0,1,32.1,19,16,140,27,,,1,20,0,1,19,0,2,4.45,4.32,1.45,91.9,94.7,0.35,
4035,진야곱,78257,1989-04-11,2009,두산,20,7,0,0,2,0,1,0,1,13.1,3,3,55,12,,,0,9,0,0,8,0,0,2.03,4.01,1.58,234.6,118.4,0.49,
4036,진야곱,78257,1989-04-11,2010,두산,21,1,0,0,0,0,0,0,0,0.0,0,0,1,0,,,0,1,0,0,0,0,0,,,,,,0.0,
4037,진야곱,78257,1989-04-11,2015,두산,26,47,0,0,14,5,9,0,4,102.2,88,80,486,120,26.0,0.0,12,68,0,3,108,4,9,7.01,5.11,1.83,66.9,91.4,-1.3,-2.28
4038,진야곱,78257,1989-04-11,2016,두산,27,55,0,0,2,5,2,1,4,62.0,38,34,294,68,14.0,1.0,8,40,0,1,56,0,4,4.94,5.65,1.74,103.6,88.5,0.49,-0.86
4039,다카쓰,78333,1968-11-25,2008,히어로즈,40,18,0,0,0,1,0,8,0,21.0,2,2,85,16,,,1,5,0,4,18,0,0,0.86,3.34,1.0,494.4,126.9,1.01,
4040,임창민,78352,1985-08-25,2009,히어로즈,24,2,0,0,0,0,0,0,0,1.0,4,4,8,2,,,0,3,0,0,0,0,1,36.0,12.19,5.0,13.4,39.6,-0.11,
4041,임창민,78352,1985-08-25,2012,넥센,27,3,0,0,0,0,0,0,0,4.0,2,2,18,3,,,0,3,0,0,2,0,0,4.5,4.35,1.5,85.2,88.0,0.05,
4042,임창민,78352,1985-08-25,2013,NC,28,54,0,0,0,6,6,4,9,64.2,29,27,264,41,,,10,32,0,2,63,0,6,3.76,4.99,1.13,114.3,86.1,1.05,
4043,임창민,78352,1985-08-25,2014,NC,29,41,0,0,0,6,3,1,5,53.1,28,26,240,50,15.0,0.0,5,29,1,2,53,1,2,4.39,4.77,1.48,118.6,110.4,1.25,0.0
4044,임창민,78352,1985-08-25,2015,NC,30,61,0,0,0,1,5,31,0,64.0,28,27,266,57,5.0,2.0,7,21,2,1,72,0,3,3.8,3.73,1.22,126.2,130.7,1.64,2.04
4045,임창민,78352,1985-08-25,2016,NC,31,65,0,0,0,1,3,26,6,70.0,22,20,302,61,9.0,0.0,5,30,0,5,91,1,8,2.57,3.62,1.3,198.0,141.3,3.25,1.69
4046,임창민,78352,1985-08-25,2017,NC,32,60,0,0,0,4,3,29,0,66.0,27,27,272,60,12.0,0.0,10,23,2,1,62,0,4,3.68,4.83,1.26,134.7,103.7,2.27,2.41
4047,임창민,78352,1985-08-25,2018,NC,33,8,0,0,0,0,1,3,0,7.0,6,5,33,8,4.0,0.0,2,2,1,0,9,0,0,6.43,5.4,1.43,80.7,98.1,-0.09,-1.14
4048,임창민,78352,1985-08-25,2019,NC,34,20,0,0,0,0,1,0,2,15.0,6,4,64,14,2.0,0.0,1,8,1,1,10,0,1,2.4,4.54,1.47,175.6,92.8,0.29,-0.24
4049,임창민,78352,1985-08-25,2020,NC,35,44,0,0,0,7,2,0,11,37.2,26,22,179,39,10.0,1.0,4,23,1,2,44,0,3,5.26,4.51,1.65,92.9,107.4,-0.01,-1.6
4050,임창민,78352,1985-08-25,2021,NC,36,46,0,0,0,0,3,0,17,40.1,23,17,178,35,8.0,0.0,2,20,1,4,29,0,7,3.79,4.25,1.36,119.7,105.8,0.39,0.23
4051,임창민,78352,1985-08-25,2022,두산,37,32,0,0,0,0,0,2,6,27.1,15,12,124,26,1.0,0.0,3,10,0,3,21,0,1,3.95,4.66,1.32,100.7,84.9,0.19,-1.35
4052,임창민,78352,1985-08-25,2023,키움,38,51,0,0,0,2,2,26,1,46.2,16,13,209,51,6.0,0.0,3,17,3,2,40,0,0,2.51,3.59,1.46,163.8,113.1,1.89,0.55
4053,김성현,78353,1989-01-03,2008,히어로즈,19,22,0,0,2,0,4,1,0,38.0,20,17,162,29,,,0,20,0,2,30,0,5,4.03,3.31,1.29,105.2,128.1,0.77,
4054,김성현,78353,1989-01-03,2009,히어로즈,20,27,0,0,8,2,4,0,0,65.2,53,52,299,72,,,10,43,0,2,48,0,6,7.13,5.76,1.75,67.7,83.8,0.23,
4055,김성현,78353,1989-01-03,2010,넥센,21,24,0,0,14,7,8,0,0,90.0,51,49,385,91,,,10,41,0,1,60,1,5,4.9,4.8,1.47,92.8,94.8,1.34,
4056,김성현,78353,1989-01-03,2011,"넥센,LG",22,25,0,0,25,4,9,0,0,117.2,75,71,528,128,,,10,67,0,2,68,1,15,5.43,4.9,1.66,75.5,83.8,0.76,
4057,김성현,78353,1989-01-03,2011,넥센,22,16,0,0,16,3,5,0,0,72.0,47,43,328,74,,,6,50,0,2,43,1,11,5.38,5.25,1.72,76.4,78.3,0.28,
4058,김성현,78353,1989-01-03,2011,LG,22,9,0,0,9,1,4,0,0,45.2,28,28,200,54,,,4,17,0,0,25,0,4,5.52,4.35,1.56,74.3,94.2,0.49,
4059,민태호,78366,1989-09-12,2008,히어로즈,19,6,0,0,0,1,0,0,0,6.1,4,4,29,6,,,0,5,0,0,3,0,1,5.68,4.57,1.74,74.5,92.7,0.06,
4060,민태호,78366,1989-09-12,2014,NC,25,1,0,0,0,0,0,0,0,1.0,1,1,5,2,0.0,0.0,0,0,0,0,0,0,0,9.0,3.86,2.0,57.8,136.6,0.01,-0.01
4061,민태호,78366,1989-09-12,2015,NC,26,21,0,0,0,1,0,0,0,25.2,17,14,128,28,6.0,0.0,2,23,1,4,21,0,1,4.91,6.03,1.99,97.6,81.1,0.13,-0.1
4062,민태호,78366,1989-09-12,2016,NC,27,25,0,0,0,2,0,0,1,28.1,20,19,131,33,9.0,0.0,2,15,0,4,18,0,0,6.04,5.45,1.69,84.3,94.8,0.11,-0.06
4063,민태호,78366,1989-09-12,2017,NC,28,7,0,0,0,0,0,0,0,8.2,6,6,39,10,2.0,0.0,1,3,0,2,7,0,1,6.23,5.35,1.5,79.6,93.4,0.05,0.05
4064,민태호,78366,1989-09-12,2018,NC,29,8,0,0,0,1,0,0,0,9.2,7,6,42,11,3.0,0.0,1,4,0,1,4,0,2,5.59,5.9,1.55,92.9,89.0,0.04,0.08
4065,에니스,78431,1979-10-17,2008,삼성,29,7,0,0,6,1,3,0,1,29.2,11,10,125,30,,,3,7,0,0,20,1,0,3.03,3.82,1.25,136.8,108.6,0.79,
4066,션,78430,1977-08-28,2008,삼성,31,7,0,0,6,0,6,0,0,26.0,33,31,139,44,,,4,16,0,2,12,0,5,10.73,6.3,2.31,38.7,65.9,-0.7,
4067,오버뮬러,78435,1976-12-22,2008,삼성,32,17,0,0,17,6,8,0,0,82.0,54,53,364,92,,,10,29,0,6,49,0,5,5.82,4.82,1.48,71.4,86.1,0.5,
4068,하준호,78517,1989-04-29,2009,롯데,20,20,0,0,0,0,1,0,3,12.1,10,10,54,7,,,1,11,0,1,7,0,2,7.3,6.03,1.46,65.6,79.5,0.01,
4069,하준호,78517,1989-04-29,2010,롯데,21,5,0,0,1,0,1,0,1,3.0,9,8,23,9,,,2,5,0,1,2,0,3,24.0,16.62,4.67,19.3,27.8,-0.43,
4070,하준호,78517,1989-04-29,2019,KT,30,8,0,0,0,0,0,0,0,8.0,1,1,33,4,0.0,0.0,1,4,0,0,11,0,1,1.13,3.78,1.0,367.9,108.1,0.28,-0.02
4071,하준호,78517,1989-04-29,2020,KT,31,42,0,0,1,0,3,0,5,41.2,30,28,189,38,6.0,0.0,1,27,1,2,26,0,2,6.05,4.64,1.56,79.4,102.9,-0.06,-1.0
