이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
최동환,79140,2009,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2015,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2016,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2017,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2019,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2020,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2022,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
최동환,79140,2023,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1989-09-19
채은성,79192,2014,LG,0.277,62,197,159,18,44,11,1,1,60,15,5,3,21,10,36,3,0.377,0.385,1,1990-02-06
채은성,79192,2015,LG,0.249,90,198,173,25,43,11,2,4,70,20,3,3,14,5,39,4,0.405,0.318,1,1990-02-06
채은성,79192,2016,LG,0.313,128,451,403,64,126,20,3,9,179,81,7,3,31,7,75,9,0.444,0.365,4,1990-02-06
채은성,79192,2017,LG,0.267,114,372,333,28,89,12,3,2,113,35,5,6,17,11,66,8,0.339,0.323,3,1990-02-06
채은성,79192,2018,LG,0.331,139,578,529,78,175,36,2,25,290,119,3,1,35,9,97,12,0.548,0.379,3,1990-02-06
채은성,79192,2019,LG,0.315,128,514,470,59,148,18,1,12,204,72,2,2,24,12,67,9,0.434,0.358,2,1990-02-06
채은성,79192,2020,LG,0.293,109,464,416,59,122,17,2,15,188,88,0,3,32,9,69,12,0.452,0.351,2,1990-02-06
채은성,79192,2021,LG,0.276,110,448,387,59,107,20,0,16,175,82,4,2,38,16,80,9,0.452,0.359,1,1990-02-06
채은성,79192,2022,LG,0.296,126,526,467,48,138,26,2,12,204,83,6,7,27,21,88,16,0.437,0.354,10,1990-02-06
채은성,79192,2023,한화,0.263,137,596,521,71,137,17,0,23,223,84,0,0,52,20,102,16,0.428,0.351,5,1990-02-06
배우열,79191,2015,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-05-19
배우열,79191,2016,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-05-19
배우열,79191,2017,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-05-19
윤진호,79198,2009,LG,0.333,3,8,6,1,2,1,0,0,3,2,0,0,1,0,1,2,0.500,0.429,2,1986-06-23
윤진호,79198,2010,LG,0.000,17,6,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0,1986-06-23
윤진호,79198,2011,LG,0.159,75,99,88,11,14,4,0,0,18,2,2,1,6,0,26,3,0.205,0.213,8,1986-06-23
윤진호,79198,2012,LG,0.083,22,13,12,3,1,0,0,0,1,0,1,1,1,0,4,0,0.083,0.154,1,1986-06-23
윤진호,79198,2015,LG,0.083,30,13,12,3,1,0,0,0,1,1,1,0,0,0,3,0,0.083,0.083,1,1986-06-23
윤진호,79198,2016,LG,0.190,34,23,21,3,4,0,0,0,4,0,1,0,0,0,6,1,0.190,0.190,2,1986-06-23
윤진호,79198,2017,LG,0.333,14,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0.333,0.333,1,1986-06-23
윤진호,79198,2018,LG,0.208,102,61,53,13,11,3,0,0,14,4,0,1,2,2,14,2,0.264,0.263,2,1986-06-23
윤진호,79198,2019,LG,0.102,106,62,59,6,6,2,0,1,11,5,1,1,1,0,13,0,0.186,0.117,2,1986-06-23
박건우,79215,2009,두산,0.200,5,5,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0.200,0.200,0,1990-09-08
박건우,79215,2013,두산,0.271,34,51,48,12,13,1,0,1,17,7,2,3,1,1,11,4,0.354,0.300,0,1990-09-08
박건우,79215,2014,두산,0.180,47,66,61,7,11,4,1,0,17,3,1,0,4,0,13,0,0.279,0.231,2,1990-09-08
박건우,79215,2015,두산,0.342,70,175,158,31,54,12,0,5,81,26,2,1,12,3,29,2,0.513,0.399,2,1990-09-08
박건우,79215,2016,두산,0.335,132,540,484,95,162,36,4,20,266,83,17,6,38,9,86,9,0.550,0.390,3,1990-09-08
박건우,79215,2017,두산,0.366,131,543,483,91,177,40,2,20,281,78,20,3,41,10,64,15,0.582,0.424,4,1990-09-08
박건우,79215,2018,두산,0.326,125,529,488,79,159,24,6,12,231,84,7,3,28,10,65,14,0.473,0.373,1,1990-09-08
박건우,79215,2019,두산,0.319,127,537,458,83,146,27,5,10,213,64,12,3,60,7,57,23,0.465,0.397,3,1990-09-08
박건우,79215,2020,두산,0.304,129,551,487,103,148,40,0,14,230,70,8,2,42,12,65,9,0.472,0.369,2,1990-09-08
박건우,79215,2021,두산,0.325,126,525,458,82,149,31,2,6,202,63,13,0,50,11,72,16,0.441,0.400,1,1990-09-08
박건우,79215,2022,NC,0.336,111,463,408,52,137,18,1,10,187,61,3,3,44,8,62,10,0.458,0.408,3,1990-09-08
박건우,79215,2023,NC,0.319,130,533,458,70,146,34,2,12,220,85,7,5,56,9,71,14,0.480,0.397,0,1990-09-08
성영훈,79222,2010,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-06-24
왓슨,79225,2009,두산,0.184,10,42,38,3,7,1,0,2,14,6,0,0,4,0,5,1,0.368,0.262,0,1978-09-05
정수빈,79231,2009,두산,0.264,85,259,231,47,61,8,6,3,90,17,13,7,24,3,45,1,0.390,0.340,1,1990-10-07
정수빈,79231,2010,두산,0.322,76,156,143,35,46,8,6,1,69,19,13,3,10,0,25,2,0.483,0.361,0,1990-10-07
정수빈,79231,2011,두산,0.285,128,476,414,66,118,17,8,1,154,38,31,8,40,11,77,5,0.372,0.361,7,1990-10-07
정수빈,79231,2012,두산,0.235,101,357,315,46,74,11,7,0,99,32,24,6,18,3,46,5,0.314,0.281,0,1990-10-07
정수빈,79231,2013,두산,0.276,125,260,228,57,63,2,8,2,87,29,23,8,16,6,29,1,0.382,0.337,2,1990-10-07
정수빈,79231,2014,두산,0.306,128,507,431,79,132,18,7,6,182,49,32,5,41,11,68,8,0.422,0.379,1,1990-10-07
정수빈,79231,2015,두산,0.295,128,570,491,79,145,27,7,2,192,59,15,9,43,11,70,9,0.391,0.361,2,1990-10-07
정수빈,79231,2016,두산,0.242,114,305,269,49,65,7,2,2,82,20,12,4,25,6,48,7,0.305,0.319,2,1990-10-07
정수빈,79231,2018,두산,0.367,26,112,98,20,36,2,1,2,46,23,5,2,11,1,13,1,0.469,0.429,2,1990-10-07
정수빈,79231,2019,두산,0.265,123,513,441,75,117,19,5,0,146,41,26,8,57,6,60,6,0.331,0.354,3,1990-10-07
정수빈,79231,2020,두산,0.298,141,559,490,84,146,17,8,5,194,59,15,6,55,2,56,10,0.396,0.368,1,1990-10-07
정수빈,79231,2021,두산,0.259,104,351,313,50,81,19,4,3,117,37,12,7,29,3,50,7,0.374,0.326,1,1990-10-07
정수빈,79231,2022,두산,0.259,127,455,405,58,105,12,4,3,134,41,15,8,39,1,56,2,0.331,0.323,1,1990-10-07
정수빈,79231,2023,두산,0.287,137,583,498,75,143,14,11,2,185,33,39,8,64,7,63,2,0.371,0.375,0,1990-10-07
유희관,79229,2010,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-06-01
유희관,79229,2013,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1986-06-01
김진형,79234,2014,두산,0.237,28,42,38,5,9,1,0,0,10,5,0,0,3,0,7,0,0.263,0.293,2,1990-06-07
김진형,79234,2015,두산,0.167,14,21,18,3,3,2,0,1,8,2,0,0,3,0,7,1,0.444,0.286,0,1990-06-07
김진형,79234,2019,NC,0.150,11,23,20,2,3,1,0,0,4,2,0,0,0,0,4,1,0.200,0.136,0,1990-06-07
허경민,79240,2012,두산,0.266,92,173,154,28,41,8,0,0,49,14,9,8,7,5,17,7,0.318,0.317,5,1990-08-26
허경민,79240,2013,두산,0.298,75,276,228,35,68,9,1,1,82,25,14,4,27,9,14,7,0.360,0.387,7,1990-08-26
허경민,79240,2014,두산,0.247,105,233,198,33,49,8,1,0,59,10,6,4,21,6,21,7,0.298,0.335,3,1990-08-26
허경민,79240,2015,두산,0.317,117,453,404,64,128,20,2,1,155,41,8,3,31,7,42,11,0.384,0.373,13,1990-08-26
허경민,79240,2016,두산,0.286,144,609,538,96,154,24,4,7,207,81,6,6,49,14,58,14,0.385,0.360,8,1990-08-26
허경민,79240,2017,두산,0.257,130,422,369,50,95,22,1,3,128,40,8,4,29,10,48,15,0.347,0.327,5,1990-08-26
허경민,79240,2018,두산,0.324,133,577,516,85,167,30,5,10,237,79,20,4,32,16,52,15,0.459,0.376,7,1990-08-26
허경민,79240,2019,두산,0.288,133,540,475,71,137,25,1,4,176,60,11,5,34,17,36,16,0.371,0.350,8,1990-08-26
허경민,79240,2020,두산,0.332,117,487,437,70,145,25,1,7,193,58,14,6,35,5,28,10,0.442,0.382,9,1990-08-26
허경민,79240,2021,두산,0.278,136,518,468,61,130,24,1,5,171,59,5,7,36,8,35,21,0.365,0.338,8,1990-08-26
허경민,79240,2022,두산,0.289,121,493,432,59,125,23,0,8,172,60,10,3,36,16,40,12,0.398,0.360,9,1990-08-26
허경민,79240,2023,두산,0.268,130,475,429,44,115,23,1,7,161,48,9,3,35,6,26,6,0.375,0.328,5,1990-08-26
조승수,79235,2009,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-06-09
조승수,79235,2010,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-06-09
안동현,79291,2011,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1986-12-24
국해성,79290,2012,두산,0.000,3,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1989-10-08
국해성,79290,2015,두산,0.200,11,26,20,6,4,1,0,1,8,5,0,0,2,1,5,2,0.400,0.280,0,1989-10-08
국해성,79290,2016,두산,0.278,58,174,151,28,42,11,0,4,65,24,1,1,21,1,36,1,0.430,0.368,1,1989-10-08
국해성,79290,2017,두산,0.209,57,96,86,15,18,3,0,3,30,17,0,0,5,4,23,2,0.349,0.281,0,1989-10-08
국해성,79290,2018,두산,0.333,14,28,24,4,8,3,0,0,11,1,1,0,3,1,5,1,0.458,0.429,0,1989-10-08
국해성,79290,2019,두산,0.171,21,41,35,2,6,3,0,0,9,2,0,0,5,1,13,3,0.257,0.293,2,1989-10-08
국해성,79290,2020,두산,0.233,46,94,86,10,20,1,0,3,30,17,1,1,6,1,21,2,0.349,0.287,1,1989-10-08
국해성,79290,2021,두산,0.125,4,8,8,0,1,0,0,0,1,0,0,0,0,0,2,0,0.125,0.125,0,1989-10-08
국해성,79290,2023,롯데,0.250,6,10,8,0,2,0,0,0,2,1,0,0,2,0,3,0,0.250,0.400,0,1989-10-08
장영석,79334,2009,히어로즈,0.182,16,38,33,2,6,0,0,2,12,4,0,0,3,2,14,1,0.364,0.289,1,1990-05-14
장영석,79334,2010,넥센,0.232,64,163,138,16,32,6,0,5,53,19,0,0,12,9,45,3,0.384,0.331,3,1990-05-14
장영석,79334,2011,넥센,0.179,35,89,78,7,14,2,1,0,18,7,0,0,5,4,22,2,0.231,0.261,4,1990-05-14
장영석,79334,2012,넥센,0.000,7,13,12,0,0,0,0,0,0,0,0,0,1,0,3,1,0.000,0.077,0,1990-05-14
장영석,79334,2015,넥센,0.125,6,8,8,0,1,0,0,0,1,0,0,0,0,0,2,1,0.125,0.125,1,1990-05-14
장영석,79334,2016,넥센,0.192,23,33,26,6,5,2,0,0,7,3,0,1,7,0,10,1,0.269,0.364,3,1990-05-14
장영석,79334,2017,넥센,0.269,60,212,186,30,50,14,0,12,100,38,0,0,17,9,50,4,0.538,0.358,9,1990-05-14
장영석,79334,2018,넥센,0.224,93,221,196,24,44,15,0,7,80,25,1,0,23,2,61,2,0.408,0.312,2,1990-05-14
장영석,79334,2019,키움,0.247,119,413,372,41,92,15,0,7,128,62,0,0,27,9,77,14,0.344,0.310,10,1990-05-14
장영석,79334,2020,KIA,0.129,11,37,31,1,4,0,0,0,4,2,0,0,4,1,7,3,0.129,0.243,3,1990-05-14
고원준,79349,2010,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-06-23
김지수,79300,2009,히어로즈,0.000,15,4,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0.000,0.000,0,1986-08-23
김지수,79300,2010,넥센,0.000,8,6,5,1,0,0,0,0,0,0,0,0,1,0,0,2,0.000,0.167,0,1986-08-23
김지수,79300,2013,넥센,0.271,37,60,48,9,13,2,0,0,15,3,1,0,7,0,9,1,0.313,0.357,0,1986-08-23
김지수,79300,2014,넥센,0.174,28,29,23,2,4,0,0,0,4,3,1,0,4,0,2,1,0.174,0.296,1,1986-08-23
김지수,79300,2015,넥센,0.235,104,151,132,23,31,7,0,0,38,13,2,1,9,2,27,2,0.288,0.292,2,1986-08-23
김지수,79300,2016,넥센,0.286,81,106,91,16,26,5,0,3,40,9,2,2,10,0,16,3,0.440,0.353,0,1986-08-23
김지수,79300,2017,넥센,0.171,64,40,35,7,6,0,0,1,9,5,0,1,2,0,8,0,0.257,0.205,0,1986-08-23
김지수,79300,2018,넥센,0.147,47,39,34,4,5,0,0,0,5,0,0,1,5,0,15,2,0.147,0.256,1,1986-08-23
김지수,79300,2019,키움,0.267,69,32,30,3,8,2,0,0,10,3,0,0,2,0,7,1,0.333,0.313,2,1986-08-23
오현택,79293,2009,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-07-17
오현택,79293,2010,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-07-17
오현택,79293,2019,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-07-17
오현택,79293,2020,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-07-17
오현택,79293,2021,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1985-07-17
박헌도,79356,2011,넥센,0.000,7,11,10,0,0,0,0,0,0,0,0,0,1,0,4,1,0.000,0.091,0,1987-01-01
박헌도,79356,2012,넥센,0.176,23,42,34,3,6,0,0,0,6,1,0,0,7,0,12,0,0.176,0.310,0,1987-01-01
박헌도,79356,2013,넥센,0.083,9,13,12,0,1,1,0,0,2,0,0,0,1,0,6,0,0.167,0.154,0,1987-01-01
박헌도,79356,2014,넥센,0.245,47,113,94,12,23,2,0,4,37,14,2,0,9,4,19,0,0.394,0.327,0,1987-01-01
박헌도,79356,2015,넥센,0.248,108,267,218,31,54,13,0,8,91,42,0,2,37,7,52,6,0.417,0.371,0,1987-01-01
박헌도,79356,2016,롯데,0.261,37,82,69,9,18,7,0,3,34,11,1,0,10,3,25,1,0.493,0.378,0,1987-01-01
박헌도,79356,2017,롯데,0.257,56,130,113,19,29,4,0,4,45,13,0,0,14,3,27,3,0.398,0.354,2,1987-01-01
박헌도,79356,2018,롯데,0.115,15,31,26,1,3,1,0,0,4,0,0,0,5,0,10,1,0.154,0.258,0,1987-01-01
강윤구,79358,2017,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-10
강윤구,79358,2018,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-10
강윤구,79358,2019,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-10
강윤구,79358,2021,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-10
강윤구,79358,2022,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-07-10
김종민,79364,2015,KT,0.219,26,35,32,2,7,0,0,0,7,1,0,1,2,1,3,0,0.219,0.286,1,1986-03-30
김종민,79364,2016,KT,0.244,78,217,180,17,44,3,0,0,47,20,0,0,21,3,32,3,0.261,0.329,6,1986-03-30
김종민,79364,2017,NC,0.136,22,24,22,2,3,0,0,0,3,1,0,0,2,0,2,1,0.136,0.208,0,1986-03-30
김종민,79364,2018,NC,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1986-03-30
김종민,79364,2019,한화,0.200,10,21,20,2,4,0,0,1,7,1,0,0,0,0,7,1,0.350,0.200,0,1986-03-30
박동원,79365,2010,넥센,0.000,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1990-04-07
박동원,79365,2013,넥센,0.194,69,106,98,5,19,6,0,1,28,6,1,0,7,1,28,6,0.286,0.255,6,1990-04-07
박동원,79365,2014,넥센,0.253,76,198,174,32,44,7,2,6,73,26,0,0,13,5,41,7,0.420,0.321,7,1990-04-07
박동원,79365,2015,넥센,0.266,127,443,379,47,101,12,1,14,157,61,0,0,37,9,93,4,0.414,0.339,10,1990-04-07
박동원,79365,2016,넥센,0.248,127,454,411,44,102,25,1,14,171,70,3,1,27,7,93,18,0.416,0.304,7,1990-04-07
박동원,79365,2017,넥센,0.270,103,284,256,33,69,9,0,11,111,39,2,1,17,3,56,9,0.434,0.320,8,1990-04-07
박동원,79365,2018,넥센,0.248,39,128,117,19,29,3,0,6,50,17,0,0,9,0,25,3,0.427,0.302,2,1990-04-07
박동원,79365,2019,키움,0.297,112,361,317,50,94,15,1,10,141,55,1,0,34,2,56,10,0.445,0.367,1,1990-04-07
박동원,79365,2020,키움,0.250,112,372,324,45,81,21,0,12,138,50,0,0,38,6,68,10,0.426,0.338,6,1990-04-07
박동원,79365,2021,키움,0.249,131,481,413,61,103,21,0,22,190,83,2,0,53,7,114,12,0.460,0.342,5,1990-04-07
박동원,79365,2022,KIA,0.242,123,447,385,52,93,21,0,18,168,57,1,0,45,9,95,9,0.436,0.334,5,1990-04-07
박동원,79365,2023,LG,0.249,130,481,409,54,102,17,1,20,181,75,0,1,49,7,90,7,0.443,0.334,8,1990-04-07
이우선,79442,2011,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1983-04-19
이우선,79442,2013,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1983-04-19
나이트,79430,2012,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-10-01
김상수,79402,2009,삼성,0.244,97,267,242,43,59,19,0,0,78,17,18,6,21,2,51,7,0.322,0.308,9,1990-03-23
김상수,79402,2010,삼성,0.245,101,338,282,37,69,7,3,0,82,22,30,6,31,12,45,10,0.291,0.344,8,1990-03-23
김상수,79402,2011,삼성,0.278,128,476,406,53,113,16,4,2,143,47,29,7,47,7,61,7,0.352,0.362,22,1990-03-23
김상수,79402,2012,삼성,0.274,129,489,419,64,115,18,4,2,147,36,25,11,41,7,56,8,0.351,0.345,14,1990-03-23
김상수,79402,2013,삼성,0.298,115,422,372,57,111,17,3,7,155,44,14,5,30,5,44,7,0.417,0.354,16,1990-03-23
김상수,79402,2014,삼성,0.288,128,493,427,74,123,20,8,5,174,63,53,6,41,7,77,7,0.407,0.354,14,1990-03-23
김상수,79402,2015,삼성,0.278,132,518,449,67,125,30,4,8,187,63,26,5,43,6,56,9,0.416,0.345,18,1990-03-23
김상수,79402,2016,삼성,0.271,105,401,358,56,97,13,0,3,119,38,6,4,23,8,39,9,0.332,0.326,15,1990-03-23
김상수,79402,2017,삼성,0.264,42,154,144,17,38,7,0,3,54,13,1,1,5,1,26,4,0.375,0.291,7,1990-03-23
김상수,79402,2018,삼성,0.263,122,499,453,63,119,13,1,10,164,50,12,9,27,8,91,11,0.362,0.314,16,1990-03-23
김상수,79402,2019,삼성,0.271,129,543,468,76,127,20,2,5,166,38,21,3,50,15,67,14,0.355,0.358,10,1990-03-23
김상수,79402,2020,삼성,0.304,120,471,404,71,123,18,3,5,162,47,10,3,55,8,55,16,0.401,0.397,7,1990-03-23
김상수,79402,2021,삼성,0.235,132,496,429,46,101,17,1,3,129,42,4,2,52,3,51,14,0.301,0.320,12,1990-03-23
김상수,79402,2022,삼성,0.251,72,260,235,30,59,11,0,2,76,29,2,1,18,1,44,6,0.323,0.305,9,1990-03-23
김상수,79402,2023,KT,0.271,129,512,443,58,120,19,1,3,150,56,5,6,55,3,68,9,0.339,0.353,6,1990-03-23
정인욱,79440,2015,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-12-18
정인욱,79440,2018,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-12-18
박민규,79448,2009,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-09-12
이지영,79456,2009,삼성,0.214,23,28,28,2,6,0,0,0,6,4,0,0,0,0,9,0,0.214,0.214,0,1986-02-27
이지영,79456,2012,삼성,0.304,54,145,135,10,41,3,0,0,44,13,0,0,4,4,16,4,0.326,0.343,4,1986-02-27
이지영,79456,2013,삼성,0.239,113,294,268,27,64,4,1,0,70,18,4,0,14,1,38,6,0.261,0.278,6,1986-02-27
이지영,79456,2014,삼성,0.278,99,299,266,37,74,10,3,3,99,32,3,3,14,2,33,5,0.372,0.315,6,1986-02-27
이지영,79456,2015,삼성,0.305,124,400,361,36,110,10,1,1,125,55,1,2,14,4,32,10,0.346,0.333,7,1986-02-27
이지영,79456,2016,삼성,0.297,129,419,390,36,116,12,0,7,149,50,3,2,12,7,32,13,0.382,0.328,10,1986-02-27
이지영,79456,2017,삼성,0.238,105,336,302,31,72,10,2,0,86,26,4,3,20,5,40,16,0.285,0.294,6,1986-02-27
이지영,79456,2018,삼성,0.343,90,203,178,31,61,10,0,2,77,19,0,0,15,4,27,3,0.433,0.406,4,1986-02-27
이지영,79456,2019,키움,0.282,106,331,308,40,87,5,1,1,97,39,5,1,15,1,28,14,0.315,0.317,3,1986-02-27
이지영,79456,2020,키움,0.309,101,289,262,22,81,10,2,0,95,36,1,1,19,4,28,8,0.363,0.364,4,1986-02-27
이지영,79456,2021,키움,0.275,108,258,233,29,64,5,1,0,71,31,3,1,19,1,17,10,0.305,0.328,3,1986-02-27
이지영,79456,2022,키움,0.267,137,450,420,38,112,13,4,2,139,37,1,1,20,2,44,16,0.331,0.303,11,1986-02-27
이지영,79456,2023,키움,0.249,81,237,217,23,54,8,1,0,64,8,1,1,12,1,39,2,0.295,0.291,4,1986-02-27
오정복,79453,2009,삼성,0.143,6,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0.143,0.143,0,1986-10-13
오정복,79453,2010,삼성,0.271,100,263,221,39,60,10,1,7,93,36,1,4,25,4,40,4,0.421,0.350,1,1986-10-13
오정복,79453,2011,삼성,0.192,24,28,26,4,5,1,0,0,6,3,0,0,1,0,6,0,0.231,0.222,0,1986-10-13
오정복,79453,2014,NC,0.232,47,79,69,9,16,4,0,0,20,7,2,0,7,1,9,2,0.290,0.304,0,1986-10-13
오정복,79453,2015,KT,0.259,66,278,239,34,62,11,1,5,90,29,3,3,33,3,26,3,0.377,0.355,2,1986-10-13
오정복,79453,2016,KT,0.304,96,344,306,45,93,11,2,5,123,36,1,0,28,0,32,5,0.402,0.358,3,1986-10-13
오정복,79453,2017,KT,0.354,81,213,195,24,69,13,0,2,88,16,0,1,9,5,24,5,0.451,0.395,1,1986-10-13
오정복,79453,2018,KT,0.000,5,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1986-10-13
정형식,79459,2009,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1991-01-28
정형식,79459,2010,삼성,0.000,7,3,2,3,0,0,0,0,0,0,0,1,1,0,2,0,0.000,0.333,0,1991-01-28
정형식,79459,2011,삼성,0.230,52,88,74,9,17,3,0,1,23,5,4,3,12,0,15,0,0.311,0.337,0,1991-01-28
정형식,79459,2012,삼성,0.237,118,325,274,44,65,11,3,4,94,19,22,4,30,6,48,5,0.343,0.323,1,1991-01-28
정형식,79459,2013,삼성,0.273,120,334,278,49,76,20,5,3,115,43,7,9,31,12,58,4,0.414,0.370,3,1991-01-28
정형식,79459,2014,삼성,0.170,52,121,106,9,18,2,0,1,23,6,4,2,12,1,24,2,0.217,0.258,1,1991-01-28
배영섭,79465,2010,삼성,0.292,11,26,24,5,7,2,0,0,9,3,1,0,2,0,6,1,0.375,0.346,0,1986-06-27
배영섭,79465,2011,삼성,0.294,99,384,340,51,100,15,0,2,121,24,33,8,29,9,47,9,0.356,0.363,0,1986-06-27
배영섭,79465,2012,삼성,0.245,122,479,412,64,101,15,2,2,126,34,27,6,48,9,69,4,0.306,0.335,3,1986-06-27
배영섭,79465,2013,삼성,0.295,113,476,393,66,116,16,4,2,146,38,23,10,52,20,62,9,0.372,0.402,3,1986-06-27
배영섭,79465,2015,삼성,0.375,4,18,16,2,6,0,0,0,6,2,1,0,2,0,4,2,0.375,0.444,0,1986-06-27
배영섭,79465,2016,삼성,0.266,93,381,323,53,86,17,0,4,115,22,5,8,51,5,42,10,0.356,0.374,0,1986-06-27
배영섭,79465,2017,삼성,0.303,92,244,218,39,66,11,1,6,97,26,1,0,19,3,44,5,0.445,0.365,3,1986-06-27
배영섭,79465,2018,삼성,0.245,69,168,147,15,36,6,0,0,42,13,1,0,16,3,35,2,0.286,0.331,1,1986-06-27
배영섭,79465,2019,SK,0.225,30,80,71,5,16,1,0,0,17,7,2,0,6,2,15,0,0.239,0.300,0,1986-06-27
양종민,79530,2009,롯데,0.000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1990-10-09
양종민,79530,2010,롯데,0.111,7,10,9,0,1,1,0,0,2,3,0,0,1,0,3,0,0.222,0.200,1,1990-10-09
양종민,79530,2011,롯데,0.236,58,64,55,11,13,2,0,0,15,5,0,3,5,0,21,1,0.273,0.300,3,1990-10-09
양종민,79530,2012,롯데,0.250,2,4,4,0,1,0,0,0,1,1,1,0,0,0,1,0,0.250,0.250,2,1990-10-09
양종민,79530,2013,롯데,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1990-10-09
양종민,79530,2014,두산,0.000,5,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1990-10-09
양종민,79530,2015,두산,0.125,32,18,16,6,2,0,0,1,5,2,0,1,2,0,5,0,0.313,0.222,1,1990-10-09
양종민,79530,2018,두산,0.286,21,15,14,5,4,0,1,0,6,1,0,0,1,0,5,1,0.429,0.333,1,1990-10-09
양종민,79530,2019,LG,0.136,18,49,44,1,6,2,0,0,8,5,0,0,2,0,15,3,0.182,0.170,4,1990-10-09
오장훈,79544,2009,롯데,0.500,3,6,6,1,3,1,0,0,4,1,0,1,0,0,2,0,0.667,0.500,0,1984-05-19
오장훈,79544,2012,두산,0.111,10,19,18,0,2,1,0,0,3,0,0,0,1,0,6,2,0.167,0.158,0,1984-05-19
오장훈,79544,2014,두산,0.200,1,5,5,0,1,0,0,0,1,0,0,0,0,0,3,1,0.200,0.200,1,1984-05-19
