name,id,birthday,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
메히아,73747,1972-04-14,2003,한화,31,,30,120,112,9,29,3,0,3,41,13,1,4,2,1,0,23,3,3,2,0.259,0.274,0.366,0.64,0.279,59.9,-0.15,
신민기,73736,1980-12-11,2003,한화,23,2B,21,22,21,2,2,0,0,0,2,1,0,0,0,0,0,7,0,1,0,0.095,0.095,0.095,0.191,0.085,-74.0,-0.34,
윤규진,73750,1984-07-28,2008,한화,24,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
윤규진,73750,1984-07-28,2009,한화,25,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
윤규진,73750,1984-07-28,2011,한화,27,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
윤규진,73750,1984-07-28,2014,한화,30,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
윤규진,73750,1984-07-28,2015,한화,31,P,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,-0.1
윤규진,73750,1984-07-28,2016,한화,32,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
최민준,73757,1984-04-05,2004,한화,20,,14,10,10,5,1,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0.1,0.1,0.1,0.2,0.095,-63.1,-0.11,
최민준,73757,1984-04-05,2005,한화,21,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,0.02,
송은범,73801,1984-03-17,2003,SK,19,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
송은범,73801,1984-03-17,2007,SK,23,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
송은범,73801,1984-03-17,2010,SK,26,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
송은범,73801,1984-03-17,2014,KIA,30,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
송은범,73801,1984-03-17,2020,LG,36,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
송은범,73801,1984-03-17,2022,LG,38,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
최경철,73824,1980-08-15,2004,SK,24,C,34,38,35,2,7,0,0,1,10,3,0,0,0,2,0,7,0,0,1,0.2,0.237,0.286,0.523,0.243,32.5,-0.05,
최경철,73824,1980-08-15,2005,SK,25,C,43,66,56,6,12,2,0,0,14,2,0,0,6,1,0,19,2,3,0,0.214,0.302,0.25,0.552,0.259,48.4,0.03,
최경철,73824,1980-08-15,2006,SK,26,C,63,80,71,3,13,0,0,0,13,1,0,0,6,0,0,19,3,3,0,0.183,0.247,0.183,0.43,0.207,17.4,-0.25,
최경철,73824,1980-08-15,2010,SK,30,C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
최경철,73824,1980-08-15,2011,SK,31,C,20,33,28,2,4,3,0,0,7,4,0,0,3,0,0,8,0,1,1,0.143,0.219,0.25,0.469,0.216,18.2,-0.1,
최경철,73824,1980-08-15,2012,"SK,넥센",32,C,81,144,130,9,29,3,1,0,34,7,1,1,6,1,0,32,0,7,0,0.223,0.263,0.262,0.524,0.241,41.7,0.01,
최경철,73824,1980-08-15,2012,넥센,32,C,73,137,123,9,28,3,1,0,33,7,1,1,6,1,0,31,0,7,0,0.228,0.269,0.268,0.538,0.246,45.5,0.07,
최경철,73824,1980-08-15,2012,SK,32,C,8,7,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,0.136,-32.3,-0.06,
최경철,73824,1980-08-15,2013,LG,33,C,38,65,53,6,13,2,1,0,17,5,0,1,4,2,0,17,0,5,1,0.245,0.317,0.321,0.637,0.282,58.7,0.1,
최경철,73824,1980-08-15,2014,LG,34,C,117,334,290,36,62,11,0,4,85,39,4,2,22,5,0,67,7,16,1,0.214,0.28,0.293,0.573,0.257,37.5,-0.28,-1.91
최경철,73824,1980-08-15,2015,LG,35,C,109,215,183,23,38,7,1,3,56,19,3,1,14,8,0,55,1,9,1,0.208,0.291,0.306,0.597,0.269,49.6,-0.23,-0.31
최경철,73824,1980-08-15,2016,LG,36,C,29,52,45,3,7,2,0,0,9,2,0,0,4,1,0,16,0,2,0,0.156,0.24,0.2,0.44,0.212,3.9,-0.38,-0.2
최경철,73824,1980-08-15,2017,삼성,37,C,25,39,32,5,10,2,0,2,18,7,0,0,3,3,0,10,0,0,1,0.313,0.41,0.563,0.973,0.419,146.5,0.43,0.27
김형철,73827,1980-05-26,2003,SK,23,,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-141.9,-0.07,
김형철,73827,1980-05-26,2004,SK,24,,23,45,41,0,7,1,0,0,8,5,1,0,4,0,0,10,0,0,0,0.171,0.244,0.195,0.44,0.22,16.4,-0.21,
김형철,73827,1980-05-26,2005,SK,25,,20,8,8,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0.375,0.375,0.5,0.875,0.399,146.5,0.08,
김형철,73827,1980-05-26,2006,SK,26,,60,51,47,11,7,1,0,0,8,1,2,0,2,0,0,12,1,2,0,0.149,0.184,0.17,0.354,0.166,-13.2,-0.38,
김형철,73827,1980-05-26,2007,SK,27,3B,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-139.4,-0.07,
김형철,73827,1980-05-26,2008,KIA,28,2B,45,41,40,4,5,0,0,0,5,1,1,2,1,0,0,12,0,0,0,0.125,0.146,0.125,0.271,0.134,-37.8,-0.51,
김형철,73827,1980-05-26,2009,KIA,29,SS,6,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.312,73.7,0.01,
김형철,73827,1980-05-26,2010,KIA,30,3B,9,9,9,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.111,0.111,0.111,0.222,0.105,-58.9,-0.13,
이영욱,73825,1980-08-13,2007,SK,27,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
디아즈,73848,1971-09-29,2003,SK,32,3B,112,485,439,56,125,26,0,22,217,63,5,0,32,10,1,47,11,0,4,0.285,0.344,0.494,0.839,0.371,123.5,4.04,
디아즈,73848,1971-09-29,2004,한화,33,DH,70,224,187,25,39,12,0,7,72,26,2,5,22,5,0,27,9,6,4,0.209,0.303,0.385,0.688,0.307,78.1,-0.35,
송수근,73853,1980-06-26,2003,SK,23,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-141.9,-0.02,
송수근,73853,1980-06-26,2004,SK,24,,28,14,13,3,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0.154,0.214,0.154,0.368,0.189,-4.9,-0.11,
양승학,73856,1984-01-20,2004,SK,20,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-136.8,-0.05,
양승학,73856,1984-01-20,2006,SK,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
양승학,73856,1984-01-20,2009,한화,25,RF,44,99,90,12,24,5,0,4,41,12,0,0,7,2,0,27,2,0,0,0.267,0.333,0.456,0.789,0.351,100.9,0.34,
박기남,74103,1981-08-14,2004,LG,23,,38,38,34,4,8,0,0,0,8,3,0,0,4,0,0,11,0,0,0,0.235,0.316,0.235,0.551,0.275,55.3,-0.02,
박기남,74103,1981-08-14,2005,LG,24,3B,56,162,136,20,37,2,0,4,51,16,0,1,19,2,0,36,2,5,0,0.272,0.369,0.375,0.744,0.341,105.7,0.89,
박기남,74103,1981-08-14,2006,LG,25,3B,74,174,152,19,37,2,0,4,51,15,0,0,14,0,0,29,1,7,1,0.243,0.305,0.336,0.641,0.292,79.6,0.47,
박기남,74103,1981-08-14,2009,KIA,28,2B,104,89,68,16,12,5,0,0,17,3,2,0,13,0,0,14,3,7,1,0.176,0.305,0.25,0.555,0.252,32.7,-0.23,
박기남,74103,1981-08-14,2010,KIA,29,3B,76,173,147,26,40,6,0,3,55,24,3,3,18,3,0,27,1,4,1,0.272,0.361,0.374,0.735,0.338,97.5,0.8,
박기남,74103,1981-08-14,2011,KIA,30,3B,85,184,152,23,34,9,0,3,52,16,4,2,20,4,0,31,7,8,0,0.224,0.33,0.342,0.672,0.309,82.2,0.55,
박기남,74103,1981-08-14,2012,KIA,31,3B,99,274,225,28,57,16,0,2,79,25,1,0,27,5,0,34,1,13,4,0.253,0.341,0.351,0.692,0.315,93.7,1.23,
박기남,74103,1981-08-14,2013,KIA,32,3B,91,214,174,35,50,11,0,4,73,21,2,0,25,2,0,28,4,11,2,0.287,0.379,0.42,0.799,0.356,109.9,1.41,
박기남,74103,1981-08-14,2014,KIA,33,3B,90,202,171,21,49,9,0,3,67,21,2,5,22,2,0,25,5,5,2,0.287,0.371,0.392,0.762,0.345,92.0,0.5,0.05
박기남,74103,1981-08-14,2015,KIA,34,3B,51,93,69,8,14,3,0,0,17,3,1,1,21,0,0,19,3,3,0,0.203,0.389,0.246,0.635,0.317,77.4,0.1,-0.15
마틴,74125,1967-11-24,2004,LG,37,DH,107,420,358,45,104,16,4,9,155,52,7,0,51,6,3,57,7,0,5,0.291,0.383,0.433,0.816,0.375,124.5,2.35,
민경수,74130,1981-05-19,2004,LG,23,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
민경수,74130,1981-05-19,2007,LG,26,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
이시찬,74148,1985-02-25,2004,LG,19,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
이시찬,74148,1985-02-25,2005,LG,20,,13,3,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.0,-0.01,
이시찬,74148,1985-02-25,2006,LG,21,,14,28,27,4,4,0,0,0,4,0,1,0,0,0,0,6,0,1,0,0.148,0.148,0.148,0.296,0.136,-34.4,-0.28,
이시찬,74148,1985-02-25,2010,LG,25,3B,13,26,23,3,4,2,0,0,6,2,5,0,3,0,0,4,0,0,0,0.174,0.269,0.261,0.53,0.257,42.8,0.06,
이시찬,74148,1985-02-25,2011,LG,26,2B,33,23,19,6,2,0,1,0,4,2,4,3,2,0,0,4,0,1,1,0.105,0.182,0.211,0.392,0.177,-8.5,-0.21,
이시찬,74148,1985-02-25,2012,한화,27,2B,60,47,41,16,8,1,0,0,9,4,9,2,3,0,0,8,1,2,1,0.195,0.244,0.22,0.464,0.217,26.3,-0.03,
이시찬,74148,1985-02-25,2013,한화,28,2B,97,181,165,20,33,4,0,1,40,13,16,3,9,2,1,29,7,5,0,0.2,0.25,0.242,0.492,0.231,24.9,-0.44,
이시찬,74148,1985-02-25,2014,한화,29,SS,45,119,105,14,30,4,0,0,34,9,4,1,10,0,0,19,3,3,1,0.286,0.345,0.324,0.669,0.31,64.1,0.17,-0.02
이시찬,74148,1985-02-25,2015,한화,30,2B,34,72,64,7,18,1,0,0,19,6,1,1,4,1,0,12,3,1,2,0.281,0.324,0.297,0.621,0.29,56.7,0.0,-0.39
김태완,74158,1981-09-19,2004,LG,23,,15,37,36,1,3,0,0,0,3,2,0,0,0,0,0,15,0,0,1,0.083,0.081,0.083,0.164,0.077,-83.8,-0.63,
김태완,74158,1981-09-19,2005,LG,24,2B,29,50,40,5,4,0,0,0,4,1,0,1,7,2,0,11,0,1,0,0.1,0.265,0.1,0.365,0.207,11.9,-0.31,
김태완,74158,1981-09-19,2008,LG,27,3B,37,82,66,10,16,2,1,0,20,1,0,0,8,1,0,16,1,5,1,0.242,0.329,0.303,0.632,0.285,65.4,0.11,
김태완,74158,1981-09-19,2009,LG,28,3B,40,43,33,10,7,2,0,0,9,5,3,0,9,0,0,6,1,0,1,0.212,0.372,0.273,0.645,0.321,80.4,0.19,
김태완,74158,1981-09-19,2010,LG,29,2B,72,162,142,21,36,11,0,4,59,19,0,2,13,2,0,34,1,3,2,0.254,0.321,0.415,0.736,0.328,90.6,0.58,
김태완,74158,1981-09-19,2011,LG,30,2B,76,246,202,26,51,12,0,6,81,29,4,1,31,2,0,37,7,10,1,0.252,0.356,0.401,0.757,0.342,104.6,1.44,
김태완,74158,1981-09-19,2012,LG,31,2B,58,168,141,16,31,5,0,2,42,14,0,1,17,2,0,21,4,7,1,0.22,0.311,0.298,0.608,0.284,71.9,0.24,
김태완,74158,1981-09-19,2013,삼성,32,2B,83,189,162,19,44,10,0,6,72,19,1,1,22,2,1,31,5,0,3,0.272,0.36,0.444,0.804,0.369,118.8,1.34,
김태완,74158,1981-09-19,2014,삼성,33,3B,65,108,95,14,33,7,0,2,46,15,0,0,8,4,0,17,4,1,0,0.347,0.421,0.484,0.905,0.409,130.5,0.91,0.29
김태완,74158,1981-09-19,2015,삼성,34,,4,6,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.167,0.0,0.167,0.122,-52.9,-0.09,-0.19
김태완,74158,1981-09-19,2016,삼성,35,,34,52,46,4,9,2,0,1,14,9,0,0,5,0,1,15,2,0,1,0.196,0.269,0.304,0.574,0.257,33.1,-0.18,-0.37
송현우,74160,1981-09-16,2007,LG,26,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
이용규,74163,1985-08-26,2004,LG,19,LF,52,70,62,3,8,1,0,0,9,2,1,3,4,2,0,21,0,1,1,0.129,0.203,0.145,0.348,0.176,-14.0,-0.81,
이용규,74163,1985-08-26,2005,KIA,20,RF,124,479,414,57,110,17,2,5,146,37,31,10,39,9,0,64,6,14,3,0.266,0.34,0.353,0.692,0.317,89.0,1.46,
이용규,74163,1985-08-26,2006,KIA,21,RF,125,552,485,78,154,25,9,1,200,39,38,11,50,9,3,48,6,7,1,0.318,0.391,0.412,0.803,0.372,137.2,5.17,
이용규,74163,1985-08-26,2007,KIA,22,CF,118,491,439,61,123,17,8,0,156,27,17,11,37,7,0,40,4,5,3,0.28,0.344,0.355,0.699,0.328,98.7,2.67,
이용규,74163,1985-08-26,2008,KIA,23,CF,106,473,417,62,130,24,6,0,166,38,28,9,47,3,1,37,4,6,0,0.312,0.385,0.398,0.784,0.367,122.1,4.23,
이용규,74163,1985-08-26,2009,KIA,24,CF,50,201,169,32,45,8,3,0,59,14,10,4,22,4,1,21,1,6,0,0.266,0.364,0.349,0.713,0.326,83.3,0.78,
이용규,74163,1985-08-26,2010,KIA,25,CF,129,555,472,74,145,19,1,3,175,51,25,12,64,9,2,50,10,7,3,0.307,0.398,0.371,0.769,0.361,112.8,3.84,
이용규,74163,1985-08-26,2011,KIA,26,CF,111,503,421,84,140,16,2,3,169,33,30,6,63,9,2,33,5,7,3,0.333,0.427,0.401,0.829,0.391,137.9,5.54,
이용규,74163,1985-08-26,2012,KIA,27,CF,125,580,491,86,139,14,2,2,163,37,44,12,66,10,0,38,9,10,3,0.283,0.377,0.332,0.709,0.34,111.3,4.5,
이용규,74163,1985-08-26,2013,KIA,28,CF,100,453,390,74,115,20,1,2,143,22,21,9,44,7,0,37,4,10,2,0.295,0.375,0.367,0.741,0.349,104.7,2.83,
이용규,74163,1985-08-26,2014,한화,29,DH,104,418,358,62,103,12,4,0,123,20,12,11,52,5,0,46,5,2,1,0.288,0.385,0.344,0.728,0.349,88.2,0.09,-0.76
이용규,74163,1985-08-26,2015,한화,30,CF,124,585,493,94,168,15,7,4,209,42,28,10,68,9,5,45,4,11,4,0.341,0.427,0.424,0.851,0.386,119.6,4.96,2.61
이용규,74163,1985-08-26,2016,한화,31,CF,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,0.352,0.438,0.434,0.872,0.404,128.1,4.31,3.44
이용규,74163,1985-08-26,2017,한화,32,CF,57,200,179,31,47,8,1,0,57,12,10,3,17,2,0,20,4,1,1,0.263,0.332,0.318,0.65,0.304,70.8,0.32,-0.26
이용규,74163,1985-08-26,2018,한화,33,CF,134,575,491,82,144,14,1,1,163,36,30,11,59,12,0,62,8,8,5,0.293,0.379,0.332,0.711,0.331,88.6,1.84,-0.72
이용규,74163,1985-08-26,2020,한화,35,CF,120,487,419,60,120,14,2,1,141,32,17,8,59,6,0,36,9,2,1,0.286,0.381,0.337,0.718,0.345,102.8,2.21,1.07
이용규,74163,1985-08-26,2021,키움,36,LF,133,547,459,88,136,16,8,1,171,43,16,2,71,5,2,46,5,6,6,0.296,0.392,0.373,0.764,0.363,112.7,3.1,1.73
이용규,74163,1985-08-26,2022,키움,37,LF,86,326,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,0.199,0.326,0.221,0.548,0.278,67.7,-0.41,0.64
이용규,74163,1985-08-26,2023,키움,38,LF,50,178,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,0.234,0.318,0.273,0.591,0.287,70.3,-0.19,-0.23
심수창,74167,1981-02-09,2007,LG,26,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
심수창,74167,1981-02-09,2011,LG,30,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
심수창,74167,1981-02-09,2014,롯데,33,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
심수창,74167,1981-02-09,2015,롯데,34,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
심수창,74167,1981-02-09,2017,한화,36,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,0.0
허용,74169,1982-02-03,2004,LG,22,,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-137.3,-0.07,
김재호,74206,1985-03-21,2004,두산,19,,36,9,9,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-137.8,-0.21,
김재호,74206,1985-03-21,2005,두산,20,,47,31,27,6,6,1,1,1,12,4,1,0,2,1,0,5,1,1,0,0.222,0.3,0.444,0.744,0.323,93.3,0.15,
김재호,74206,1985-03-21,2008,두산,23,SS,112,292,261,48,65,8,5,1,86,21,12,3,25,2,0,33,7,3,1,0.249,0.318,0.33,0.648,0.307,80.6,1.38,
김재호,74206,1985-03-21,2009,두산,24,2B,80,205,180,27,43,9,4,3,69,36,4,1,20,1,0,27,5,0,4,0.239,0.312,0.383,0.696,0.313,75.0,0.54,
김재호,74206,1985-03-21,2010,두산,25,SS,83,102,85,11,19,3,1,0,24,8,5,1,14,1,0,15,3,2,0,0.224,0.34,0.282,0.622,0.301,72.3,0.36,
김재호,74206,1985-03-21,2011,두산,26,SS,57,122,109,6,20,5,1,0,27,9,1,1,7,2,0,15,4,2,2,0.183,0.242,0.248,0.489,0.232,29.0,-0.31,
김재호,74206,1985-03-21,2012,두산,27,SS,84,200,177,23,38,2,2,0,44,11,3,3,16,2,0,31,5,5,0,0.215,0.287,0.249,0.536,0.258,53.5,0.1,
김재호,74206,1985-03-21,2013,두산,28,SS,91,286,248,42,78,10,3,1,97,32,9,6,26,0,0,24,7,10,2,0.315,0.377,0.391,0.768,0.352,106.8,2.0,
김재호,74206,1985-03-21,2014,두산,29,SS,122,421,341,50,86,14,1,3,111,54,2,8,54,2,0,59,14,13,11,0.252,0.348,0.326,0.674,0.31,71.7,0.66,-1.06
김재호,74206,1985-03-21,2015,두산,30,SS,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.789,0.354,105.3,3.64,-0.4
김재호,74206,1985-03-21,2016,두산,31,SS,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,0.31,0.389,0.44,0.829,0.374,110.5,3.24,2.4
김재호,74206,1985-03-21,2017,두산,32,SS,91,331,283,34,83,18,1,7,124,50,7,1,36,3,1,52,6,2,7,0.293,0.371,0.438,0.809,0.358,111.2,2.17,1.09
김재호,74206,1985-03-21,2018,두산,33,SS,131,467,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.39,0.48,0.87,0.379,124.5,3.79,1.69
김재호,74206,1985-03-21,2019,두산,34,SS,130,470,377,51,101,22,0,4,135,48,3,3,67,7,3,58,10,8,11,0.268,0.379,0.358,0.737,0.342,108.2,2.89,-0.2
김재호,74206,1985-03-21,2020,두산,35,SS,120,457,401,48,116,15,1,2,139,39,6,2,45,4,1,45,17,2,5,0.289,0.363,0.347,0.709,0.334,95.3,1.98,-0.09
김재호,74206,1985-03-21,2021,두산,36,SS,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,0.209,0.306,0.261,0.567,0.275,58.2,-0.02,-1.73
김재호,74206,1985-03-21,2022,두산,37,SS,102,264,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.26,0.564,0.267,60.6,-0.06,-1.91
김재호,74206,1985-03-21,2023,두산,38,SS,91,302,248,32,70,13,0,3,92,29,4,0,30,8,2,24,11,14,2,0.282,0.375,0.371,0.746,0.339,107.0,1.83,0.57
윤석민,74215,1985-09-04,2004,두산,19,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
윤석민,74215,1985-09-04,2005,두산,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
윤석민,74215,1985-09-04,2006,두산,21,,27,48,45,3,8,4,0,0,12,3,0,0,3,0,0,6,5,0,0,0.178,0.229,0.267,0.496,0.236,39.2,-0.13,
윤석민,74215,1985-09-04,2007,두산,22,3B,30,29,27,1,2,2,0,0,4,0,0,0,1,0,0,7,0,1,0,0.074,0.107,0.148,0.255,0.117,-52.3,-0.36,
윤석민,74215,1985-09-04,2011,두산,26,3B,80,188,167,18,48,8,0,4,68,19,0,2,17,2,0,30,6,2,0,0.287,0.36,0.407,0.767,0.358,115.6,1.19,
윤석민,74215,1985-09-04,2012,두산,27,3B,109,320,289,25,84,9,2,10,127,48,2,1,18,2,0,54,12,3,8,0.291,0.328,0.439,0.768,0.35,118.0,2.29,
윤석민,74215,1985-09-04,2013,두산,28,3B,21,73,68,12,20,5,0,2,31,8,2,0,4,1,0,14,1,0,0,0.294,0.343,0.456,0.798,0.369,118.5,0.59,
윤석민,74215,1985-09-04,2014,넥센,29,3B,99,307,281,30,75,12,0,10,117,43,0,0,18,2,0,47,11,4,2,0.267,0.314,0.416,0.73,0.322,72.9,-0.01,0.09
윤석민,74215,1985-09-04,2015,넥센,30,3B,108,418,361,54,106,24,1,14,174,71,3,2,37,8,1,62,16,5,7,0.294,0.366,0.482,0.848,0.37,111.1,1.3,2.38
윤석민,74215,1985-09-04,2016,넥센,31,DH,92,402,341,72,114,15,0,19,186,80,2,3,46,9,3,50,16,0,6,0.334,0.42,0.545,0.966,0.425,141.6,2.96,2.11
윤석민,74215,1985-09-04,2017,"넥센,KT",32,DH,142,586,538,90,168,30,1,20,260,105,0,1,33,8,0,85,24,0,7,0.312,0.357,0.483,0.84,0.368,113.1,2.08,1.26
윤석민,74215,1985-09-04,2017,넥센,32,DH,78,321,292,47,95,14,1,7,132,47,0,0,19,6,0,40,19,0,4,0.325,0.374,0.452,0.826,0.369,114.1,1.42,0.86
윤석민,74215,1985-09-04,2017,KT,32,DH,64,265,246,43,73,16,0,13,128,58,0,1,14,2,0,45,5,0,3,0.297,0.336,0.52,0.856,0.367,110.9,1.05,0.4
윤석민,74215,1985-09-04,2018,KT,33,1B,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,0.276,0.337,0.448,0.785,0.34,92.2,0.74,0.31
윤석민,74215,1985-09-04,2019,KT,34,1B,63,178,169,4,39,4,0,2,49,17,0,0,7,0,0,24,4,0,2,0.231,0.258,0.29,0.548,0.256,47.6,-0.67,-1.35
윤석민,74215,1985-09-04,2020,SK,35,3B,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,0.192,0.211,0.342,0.553,0.242,30.9,-0.46,-0.34
용덕한,74223,1981-04-09,2004,두산,23,C,5,3,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.667,0.63,303.5,0.09,
용덕한,74223,1981-04-09,2005,두산,24,C,59,141,130,13,31,5,0,0,36,10,1,3,10,0,0,23,3,1,0,0.238,0.293,0.277,0.57,0.271,56.8,0.12,
용덕한,74223,1981-04-09,2006,두산,25,C,58,94,84,9,18,3,0,2,27,6,0,0,5,0,0,14,2,4,1,0.214,0.256,0.321,0.577,0.258,55.6,0.15,
용덕한,74223,1981-04-09,2009,두산,28,C,79,212,195,17,48,8,1,1,61,14,0,2,11,3,0,43,13,1,2,0.246,0.294,0.313,0.607,0.281,52.9,0.12,
용덕한,74223,1981-04-09,2010,두산,29,C,43,52,44,7,6,2,0,0,8,0,0,0,3,3,0,12,1,2,0,0.136,0.24,0.182,0.422,0.209,10.4,-0.21,
용덕한,74223,1981-04-09,2011,두산,30,C,60,52,47,3,7,2,0,0,9,2,0,0,0,2,0,8,1,3,0,0.149,0.184,0.191,0.375,0.172,-12.2,-0.34,
용덕한,74223,1981-04-09,2012,"롯데,두산",31,C,55,80,72,9,17,1,0,1,21,6,3,0,4,1,0,10,0,3,0,0.236,0.286,0.292,0.577,0.269,61.0,0.27,
용덕한,74223,1981-04-09,2012,두산,31,C,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.6,-0.06,
용덕한,74223,1981-04-09,2012,롯데,31,C,52,77,69,7,17,1,0,1,21,6,3,0,4,1,0,10,0,3,0,0.246,0.297,0.304,0.602,0.279,68.4,0.32,
용덕한,74223,1981-04-09,2013,롯데,32,C,56,101,88,6,13,1,0,1,17,4,1,0,7,0,0,24,2,5,1,0.148,0.208,0.193,0.402,0.189,-2.9,-0.53,
용덕한,74223,1981-04-09,2014,롯데,33,C,59,92,82,13,25,5,0,1,33,11,0,1,3,1,0,22,4,3,3,0.305,0.326,0.402,0.728,0.316,73.4,0.28,-0.42
용덕한,74223,1981-04-09,2015,"KT,NC",34,C,91,157,140,12,34,6,0,1,43,13,2,1,8,4,0,26,2,5,0,0.243,0.303,0.307,0.61,0.278,51.7,0.07,-0.61
용덕한,74223,1981-04-09,2015,KT,34,C,41,108,98,8,22,5,0,1,30,8,0,0,3,3,0,18,0,4,0,0.224,0.269,0.306,0.575,0.257,36.9,0.52,-0.67
용덕한,74223,1981-04-09,2015,NC,34,C,50,49,42,4,12,1,0,0,13,5,2,1,5,1,0,8,2,1,0,0.286,0.375,0.31,0.685,0.326,85.8,0.28,0.06
